ticker,period_end,fiscal_period,report_type,statement
TICK002,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 102117.66122568162, 'NetIncome': 10702.91056617194, 'OperatingCashFlow': 14440.827588103128, 'EPS': 3.1021025561700277}"
TICK002,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 116601.44102180697, 'NetIncome': 5673.075002034408, 'OperatingCashFlow': 36366.038510280625, 'EPS': 9.424851204027462}"
TICK002,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 146720.0940948484, 'NetIncome': 9311.768022898363, 'OperatingCashFlow': 37942.069565124075, 'EPS': 2.0600512560154334}"
TICK003,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 110513.80402983078, 'NetIncome': 7371.635474013886, 'OperatingCashFlow': 33449.23377753848, 'EPS': 0.668799815849108}"
TICK003,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 77771.7759643398, 'NetIncome': 16367.703560445052, 'OperatingCashFlow': 29351.736545427164, 'EPS': 2.781949892616711}"
TICK003,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 32159.15083999201, 'NetIncome': 4509.701081516574, 'OperatingCashFlow': 37342.04505087218, 'EPS': 2.6949904112473226}"
TICK003,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 58757.4544133175, 'NetIncome': 11300.728953140575, 'OperatingCashFlow': 15120.640455777127, 'EPS': 2.60747095110595}"
TICK003,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 112195.06732003426, 'NetIncome': 15576.247391376997, 'OperatingCashFlow': 21966.0945053638, 'EPS': 4.767526783797701}"
TICK003,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 117220.31997545791, 'NetIncome': 8580.08529997282, 'OperatingCashFlow': 3974.098155727057, 'EPS': 3.1541206868891005}"
TICK003,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 77330.4272896764, 'NetIncome': 7149.161197438619, 'OperatingCashFlow': 21478.25425762348, 'EPS': 5.348528991695649}"
TICK003,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 111630.19541855782, 'NetIncome': 2985.2846236222463, 'OperatingCashFlow': 35293.84689275356, 'EPS': 9.225371168341612}"
TICK003,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 8634.083467977125, 'NetIncome': 7932.322237343747, 'OperatingCashFlow': 39809.75274278649, 'EPS': 5.026608233727078}"
TICK003,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 24686.126334854012, 'NetIncome': 11562.190652730947, 'OperatingCashFlow': 20434.405729031405, 'EPS': 6.9249408492484426}"
TICK003,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 45008.882609947905, 'NetIncome': 13374.246660134495, 'OperatingCashFlow': 15691.20153382847, 'EPS': 8.466065896955985}"
TICK003,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 58295.5685078287, 'NetIncome': 14649.63959407651, 'OperatingCashFlow': 29958.48884899607, 'EPS': 8.517177961895934}"
TICK003,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 43872.57121364813, 'NetIncome': 6555.125355005751, 'OperatingCashFlow': 8169.5498041594, 'EPS': 8.127418694312809}"
TICK003,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 10040.220993432815, 'NetIncome': 11888.367537541963, 'OperatingCashFlow': 38484.93644458712, 'EPS': 3.1570676713540062}"
TICK003,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 141241.18624893445, 'NetIncome': 4188.938750546501, 'OperatingCashFlow': 24370.15510966943, 'EPS': 4.420522891502006}"
TICK003,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 62523.32574127729, 'NetIncome': 15486.08326075565, 'OperatingCashFlow': 6222.777501606227, 'EPS': 7.63851186324618}"
TICK004,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 115908.25342024991, 'NetIncome': 12376.028935226672, 'OperatingCashFlow': 25615.14284652777, 'EPS': 7.080737579614984}"
TICK004,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 13314.192306146277, 'NetIncome': 16524.064851446914, 'OperatingCashFlow': 14855.816305600398, 'EPS': 9.579110106203395}"
TICK004,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 147630.83965837053, 'NetIncome': 13993.338425687984, 'OperatingCashFlow': 37564.34127942477, 'EPS': 7.350735447014383}"
TICK004,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 17417.839918781487, 'NetIncome': 10675.638654232112, 'OperatingCashFlow': 21827.065844588433, 'EPS': 4.242684567787453}"
TICK004,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 149786.43040067586, 'NetIncome': 4570.004565023556, 'OperatingCashFlow': 6102.1154940675715, 'EPS': 9.748524474719936}"
TICK004,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 41865.41714076896, 'NetIncome': 3571.763589616118, 'OperatingCashFlow': 10396.392504246523, 'EPS': 9.910985769164459}"
TICK004,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 67970.42603200465, 'NetIncome': 18738.509258941715, 'OperatingCashFlow': 23058.139646199183, 'EPS': 9.116436645574106}"
TICK004,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 59585.204053837886, 'NetIncome': 16968.768372892264, 'OperatingCashFlow': 25537.373827127678, 'EPS': 9.256542150280524}"
TICK004,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 78719.9874803677, 'NetIncome': 15191.568050845124, 'OperatingCashFlow': 22603.26506655842, 'EPS': 1.2900004632776403}"
TICK004,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 137020.73356630828, 'NetIncome': 2121.622324635504, 'OperatingCashFlow': 17710.631442512517, 'EPS': 2.3549790231088004}"
TICK004,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 57031.452265090535, 'NetIncome': 11360.834673029633, 'OperatingCashFlow': 25852.333788326257, 'EPS': 1.558643818516402}"
TICK004,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 110467.10027409442, 'NetIncome': 10923.77335787771, 'OperatingCashFlow': 6295.696500628362, 'EPS': 5.539031244127943}"
TICK004,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 84869.46961328953, 'NetIncome': 11707.498094515075, 'OperatingCashFlow': 39809.07237921706, 'EPS': 9.48178166820232}"
TICK004,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 37112.67220998215, 'NetIncome': 11906.51898178209, 'OperatingCashFlow': 15337.24143499746, 'EPS': 3.5674665882129273}"
TICK004,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 12023.783231443129, 'NetIncome': 18968.035766676756, 'OperatingCashFlow': 17061.253763451277, 'EPS': 9.294258638788817}"
TICK004,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 59568.34896152624, 'NetIncome': 19413.12665737768, 'OperatingCashFlow': 28485.328565322125, 'EPS': 1.147096641452955}"
TICK005,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 80950.40052960068, 'NetIncome': 942.3686522045846, 'OperatingCashFlow': 17230.5730821928, 'EPS': 0.514509766261956}"
TICK005,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 91446.48763371987, 'NetIncome': 10774.084748850208, 'OperatingCashFlow': 28254.460317797402, 'EPS': 4.576881730327742}"
TICK005,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 114778.95162591444, 'NetIncome': 14661.404301431263, 'OperatingCashFlow': 11485.074813922243, 'EPS': 6.154905099634295}"
TICK005,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 117524.01803733158, 'NetIncome': 5652.055086022814, 'OperatingCashFlow': 32170.69292157516, 'EPS': 6.408272700498086}"
TICK005,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 70257.57336177395, 'NetIncome': 12780.765729175031, 'OperatingCashFlow': 28330.065996582427, 'EPS': 9.26753976277604}"
TICK005,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 94713.00047492789, 'NetIncome': 15910.366748110462, 'OperatingCashFlow': 13400.510487062047, 'EPS': 8.017701592167343}"
TICK005,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 109603.37497210322, 'NetIncome': 17122.81210548352, 'OperatingCashFlow': 6165.136998133503, 'EPS': 8.91440389831333}"
TICK005,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 128962.92313232787, 'NetIncome': 9138.751509487449, 'OperatingCashFlow': 31411.07388251911, 'EPS': 9.781194074283281}"
TICK005,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 134328.53563767567, 'NetIncome': 8096.22723582211, 'OperatingCashFlow': 17189.1271969272, 'EPS': 4.102739787771842}"
TICK005,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 50571.837232555874, 'NetIncome': 15964.842825462634, 'OperatingCashFlow': 34409.78435088899, 'EPS': 6.558357363500862}"
TICK005,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 110553.11784628006, 'NetIncome': 18921.381922908553, 'OperatingCashFlow': 10573.232829645545, 'EPS': 2.5969375421826344}"
TICK005,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 93440.52912960605, 'NetIncome': 7818.2097045137925, 'OperatingCashFlow': 2784.711695220144, 'EPS': 4.5945170421579835}"
TICK005,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 66136.55354839555, 'NetIncome': 4688.63366165079, 'OperatingCashFlow': 3486.2754574403434, 'EPS': 8.175951765529245}"
TICK005,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 109708.75655233774, 'NetIncome': 15192.344207248825, 'OperatingCashFlow': 34533.942877926354, 'EPS': 4.018842716120339}"
TICK005,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 67944.5689965025, 'NetIncome': 5962.04945162723, 'OperatingCashFlow': 36477.516622617564, 'EPS': 6.804855303300066}"
TICK005,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 69890.55962569879, 'NetIncome': 19780.74302975079, 'OperatingCashFlow': 9508.107916198906, 'EPS': 7.959494846693987}"
TICK006,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 135815.26104838663, 'NetIncome': 10199.384360990569, 'OperatingCashFlow': 8238.020780811114, 'EPS': 4.632497517404307}"
TICK006,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 38578.61508629633, 'NetIncome': 4131.390881713027, 'OperatingCashFlow': 35298.70853404006, 'EPS': 1.6091911855473973}"
TICK006,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 77237.81502672024, 'NetIncome': 15120.771220383267, 'OperatingCashFlow': 21112.244727768775, 'EPS': 4.763433856952893}"
TICK006,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 140358.01605709956, 'NetIncome': 17425.44007426236, 'OperatingCashFlow': 3176.942789364579, 'EPS': 1.100761695509017}"
TICK006,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 22552.9414701216, 'NetIncome': 2866.608741103037, 'OperatingCashFlow': 6136.4894654677755, 'EPS': 4.892846708590013}"
TICK006,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 50663.82226555261, 'NetIncome': 17330.834303765136, 'OperatingCashFlow': 12454.66913232423, 'EPS': 4.775819630094261}"
TICK006,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 46078.15848307944, 'NetIncome': 9101.529274004597, 'OperatingCashFlow': 5038.115279696294, 'EPS': 9.35429777139438}"
TICK006,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 121420.8402246945, 'NetIncome': 17239.961266839284, 'OperatingCashFlow': 16061.182303760452, 'EPS': 1.902197132113537}"
TICK006,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 130133.08486241513, 'NetIncome': 19352.544929609554, 'OperatingCashFlow': 33884.53126995071, 'EPS': 2.794157184638115}"
TICK006,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 53815.29184666961, 'NetIncome': 5819.351607065562, 'OperatingCashFlow': 5374.22446654022, 'EPS': 3.7846198923990064}"
TICK006,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 5387.83574879497, 'NetIncome': 19562.237038749998, 'OperatingCashFlow': 30030.77249245957, 'EPS': 2.3451925409441934}"
TICK006,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 38598.29073406133, 'NetIncome': 16191.97414542516, 'OperatingCashFlow': 20458.533568802482, 'EPS': 3.598464033476646}"
TICK006,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 28353.676020277304, 'NetIncome': 18430.018180412702, 'OperatingCashFlow': 20273.24007054077, 'EPS': 2.6003446704197466}"
TICK006,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 92678.73932829702, 'NetIncome': 3261.4014275441073, 'OperatingCashFlow': 15796.445314238734, 'EPS': 5.046989909993997}"
TICK006,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 73184.52131732332, 'NetIncome': 18578.214122192923, 'OperatingCashFlow': 20597.808428231478, 'EPS': 1.1636037188783521}"
TICK006,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 149249.76531313217, 'NetIncome': 19347.564073152244, 'OperatingCashFlow': 31831.31496766153, 'EPS': 1.0167596650061501}"
TICK007,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 51555.83010579632, 'NetIncome': 13728.089503737236, 'OperatingCashFlow': 21186.586675328075, 'EPS': 1.247581284460232}"
TICK007,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 127397.43081484521, 'NetIncome': 9653.937077070164, 'OperatingCashFlow': 2958.0045490023604, 'EPS': 7.594556542859945}"
TICK007,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 94860.2726847181, 'NetIncome': 5901.407882138529, 'OperatingCashFlow': 24988.386522180426, 'EPS': 5.24484742352768}"
TICK007,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 94244.96750333508, 'NetIncome': 1909.841102849675, 'OperatingCashFlow': 36992.22874370804, 'EPS': 4.012872193828814}"
TICK007,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 43850.651541104016, 'NetIncome': 8069.63495802408, 'OperatingCashFlow': 3125.9025845655556, 'EPS': 8.642016501501653}"
TICK007,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 62475.67387606905, 'NetIncome': 9854.430259900675, 'OperatingCashFlow': 12100.980357548637, 'EPS': 3.390164614658193}"
TICK007,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 66046.41828285168, 'NetIncome': 11644.466850704368, 'OperatingCashFlow': 38571.95952316972, 'EPS': 6.430153686172918}"
TICK007,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 56046.02118440393, 'NetIncome': 14562.239536698295, 'OperatingCashFlow': 27310.904641776808, 'EPS': 9.504460709787583}"
TICK007,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 128805.16869087018, 'NetIncome': 11624.408282633347, 'OperatingCashFlow': 23354.02917840398, 'EPS': 3.6784990782977296}"
TICK007,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 94888.70241429625, 'NetIncome': 1054.1062716047923, 'OperatingCashFlow': 36567.43097736489, 'EPS': 2.8012368235618004}"
TICK007,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 31636.46979663834, 'NetIncome': 5225.618481841146, 'OperatingCashFlow': 8631.826163528853, 'EPS': 2.458779699347521}"
TICK007,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 87462.69578550117, 'NetIncome': 10880.639248004134, 'OperatingCashFlow': 31227.737283423772, 'EPS': 9.895015286887798}"
TICK007,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 76404.13810199105, 'NetIncome': 5292.85262781646, 'OperatingCashFlow': 6409.154063196804, 'EPS': 3.8412362942751836}"
TICK007,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 111594.26692921213, 'NetIncome': 15934.488230318571, 'OperatingCashFlow': 10572.192346044721, 'EPS': 9.360636993852488}"
TICK007,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 146113.45444420291, 'NetIncome': 16058.630633283527, 'OperatingCashFlow': 28644.47414004586, 'EPS': 5.802488017439159}"
TICK007,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 135402.12758171748, 'NetIncome': 18116.613676992445, 'OperatingCashFlow': 12491.558064563551, 'EPS': 5.90607143416367}"
TICK008,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 126477.1025327771, 'NetIncome': 19561.563773995593, 'OperatingCashFlow': 27449.86204345177, 'EPS': 6.920987516251599}"
TICK008,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 79735.39602446259, 'NetIncome': 13667.988689945247, 'OperatingCashFlow': 13332.246509055798, 'EPS': 4.021343622909244}"
TICK008,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 112593.27880576868, 'NetIncome': 9310.105445725096, 'OperatingCashFlow': 17239.81113160676, 'EPS': 1.1938290878960776}"
TICK008,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 66345.2741094468, 'NetIncome': 17688.313742073384, 'OperatingCashFlow': 26023.297067164553, 'EPS': 9.12083358785188}"
TICK008,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 7334.437924982458, 'NetIncome': 2214.083388057109, 'OperatingCashFlow': 16142.12577347989, 'EPS': 4.677975152918106}"
TICK008,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 127185.25724958998, 'NetIncome': 3954.1422798964845, 'OperatingCashFlow': 21426.984257164724, 'EPS': 8.134714762925206}"
TICK008,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 90254.6355343572, 'NetIncome': 8629.299521126133, 'OperatingCashFlow': 27620.2349469847, 'EPS': 2.3094625243495672}"
TICK008,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 130240.8856404259, 'NetIncome': 12628.13240918996, 'OperatingCashFlow': 36514.246165802644, 'EPS': 3.3635148818045635}"
TICK008,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 53389.91965041887, 'NetIncome': 14953.451047783234, 'OperatingCashFlow': 6080.744411065487, 'EPS': 6.124341933519134}"
TICK008,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 56772.10985984196, 'NetIncome': 11105.482178166341, 'OperatingCashFlow': 29478.68044370952, 'EPS': 1.5697483672809034}"
TICK008,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 37005.37798642221, 'NetIncome': 18915.282919318946, 'OperatingCashFlow': 22878.514655313753, 'EPS': 5.793064965357456}"
TICK008,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 19627.59622485192, 'NetIncome': 3959.6858252389743, 'OperatingCashFlow': 22542.15695880328, 'EPS': 6.494208051701077}"
TICK008,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 97493.25067781463, 'NetIncome': 8544.96819639421, 'OperatingCashFlow': 14969.670765032388, 'EPS': 1.0552809579868847}"
TICK008,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 115576.56635075095, 'NetIncome': 10905.896603156323, 'OperatingCashFlow': 22334.1822199321, 'EPS': 5.597578113888594}"
TICK008,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 106288.55371065228, 'NetIncome': 5825.7176129353575, 'OperatingCashFlow': 17490.353838921328, 'EPS': 9.763729816150148}"
TICK008,2024-12-31,Q,income_statement_quarterly,"{'Revenue': 41402.083550407464, 'NetIncome': 6002.68917775621, 'OperatingCashFlow': 35618.063916350184, 'EPS': 6.415608849068644}"
TICK009,2021-03-31,Q,income_statement_quarterly,"{'Revenue': 141199.2047260141, 'NetIncome': 18440.82766058046, 'OperatingCashFlow': 10549.862744044673, 'EPS': 2.1169892776156995}"
TICK009,2021-06-30,Q,income_statement_quarterly,"{'Revenue': 60578.07636171049, 'NetIncome': 7201.372751149206, 'OperatingCashFlow': 19781.629152065765, 'EPS': 5.4857855379352705}"
TICK009,2021-09-30,Q,income_statement_quarterly,"{'Revenue': 144003.01449716915, 'NetIncome': 18234.648585660187, 'OperatingCashFlow': 32051.226217355164, 'EPS': 7.717835302240133}"
TICK009,2021-12-31,Q,income_statement_quarterly,"{'Revenue': 32968.27965107518, 'NetIncome': 5830.753261710692, 'OperatingCashFlow': 18990.6627961764, 'EPS': 6.832571541174632}"
TICK009,2022-03-31,Q,income_statement_quarterly,"{'Revenue': 144213.36879862857, 'NetIncome': 17770.297634552408, 'OperatingCashFlow': 11250.71568719889, 'EPS': 2.8285573182859407}"
TICK009,2022-06-30,Q,income_statement_quarterly,"{'Revenue': 138104.29209134678, 'NetIncome': 6955.4263051819225, 'OperatingCashFlow': 27605.2263059188, 'EPS': 6.460149075156723}"
TICK009,2022-09-30,Q,income_statement_quarterly,"{'Revenue': 99581.30443645413, 'NetIncome': 4092.0110444575384, 'OperatingCashFlow': 38476.5628582024, 'EPS': 8.200732992999376}"
TICK009,2022-12-31,Q,income_statement_quarterly,"{'Revenue': 99506.30021859668, 'NetIncome': 2375.7252126950234, 'OperatingCashFlow': 29054.40760593626, 'EPS': 5.128063897200994}"
TICK009,2023-03-31,Q,income_statement_quarterly,"{'Revenue': 62830.69686813079, 'NetIncome': 12798.646158451245, 'OperatingCashFlow': 17666.810524680634, 'EPS': 9.618349945674396}"
TICK009,2023-06-30,Q,income_statement_quarterly,"{'Revenue': 77336.88826832655, 'NetIncome': 11421.601309940168, 'OperatingCashFlow': 38365.325756651364, 'EPS': 4.546213180577277}"
TICK009,2023-09-30,Q,income_statement_quarterly,"{'Revenue': 22123.347204271246, 'NetIncome': 9479.22610079794, 'OperatingCashFlow': 31481.026587442888, 'EPS': 2.7073837038686266}"
TICK009,2023-12-31,Q,income_statement_quarterly,"{'Revenue': 66045.49845712836, 'NetIncome': 4163.66399310859, 'OperatingCashFlow': 4055.589174406299, 'EPS': 9.11298807892505}"
TICK009,2024-03-31,Q,income_statement_quarterly,"{'Revenue': 138092.166789978, 'NetIncome': 6979.471996566483, 'OperatingCashFlow': 33161.7068153296, 'EPS': 9.40919896520454}"
TICK009,2024-06-30,Q,income_statement_quarterly,"{'Revenue': 79115.87991594046, 'NetIncome': 7593.631083072544, 'OperatingCashFlow': 10499.589627542751, 'EPS': 8.08927114178651}"
TICK009,2024-09-30,Q,income_statement_quarterly,"{'Revenue': 74081.84346088585, 'NetIncome': 9557.434071036801, 'OperatingCashFlow': 39869.06785306695, 'EPS': 7.975911169651013}"
