ticker,fiscal_year,fiscal_period,report_date,revenue,gross_profit,operating_income,pretax_income,net_income,net_income_common,currency
ASC,2023,FY,2023-12-31,395978000,253880000,128130000,118278000,116808000,113408000,USD
ASCB,2022,FY,2022-12-31,,,-424790,2442549,2442549,2442549,USD
ASCB,2023,FY,2023-12-31,,,-842030,5435774,5435774,5435774,USD
ASFH,2021,FY,2021-12-31,87,,-378148,-378148,-377505,-377505,USD
ASFH,2022,FY,2022-12-31,,,-122283,-108203,-112202,-112202,USD
ASFH,2023,FY,2023-12-31,3109515,1401181,102332,115289,19214,19214,USD
ASGN,2020,FY,2020-12-31,3502100000,947200000,281200000,241500000,200300000,200300000,USD
ASGN,2021,FY,2021-12-31,4009500000,1142400000,350900000,313400000,409900000,409900000,USD
ASGN,2022,FY,2022-12-31,4581100000,1369600000,409500000,363600000,268100000,268100000,USD
ASGN,2023,FY,2023-12-31,4450600000,1280000000,364100000,297700000,219300000,219300000,USD
ASH,2020,FY,2020-09-30,2016000000,599000000,67000000,-577000000,-508000000,-508000000,USD
ASH,2021,FY,2021-09-30,2111000000,670000000,181000000,137000000,222000000,222000000,USD
ASH,2022,FY,2022-09-30,2391000000,830000000,288000000,206000000,927000000,927000000,USD
ASIX,2020,FY,2020-12-31,1157917000,133748000,62825000,55033000,46077000,46077000,USD
ASIX,2021,FY,2021-12-31,1684625000,274122000,191137000,185116000,139791000,139791000,USD
ASIX,2022,FY,2022-12-31,1945640000,314479000,226731000,225791000,171886000,171886000,USD
ASIX,2023,FY,2023-12-31,1533599000,165088000,69550000,69223000,54623000,54623000,USD
ASLE,2020,FY,2020-12-31,208938000,52789000,9847000,9744000,8094000,8094000,USD
ASLE,2021,FY,2021-12-31,340437000,119392000,56662000,47774000,36115000,36115000,USD
ASLE,2022,FY,2022-12-31,408544000,151394000,55046000,57882000,43861000,43861000,USD
ASLE,2023,FY,2023-12-31,334503000,92421000,-10770000,-7679000,-5563000,-5563000,USD
ASMB,2020,FY,2020-12-31,79105000,,-64776000,-62152000,-62152000,-62152000,USD
ASMB,2021,FY,2021-12-31,6254000,,-91050000,-132386000,-129855000,-129855000,USD
ASMB,2022,FY,2022-12-31,,,-94114000,-93092000,-93092000,-93092000,USD
ASMB,2023,FY,2023-12-31,7163000,,-64646000,-61195000,-61228000,-61228000,USD
ASNA,2020,FY,2020-07-31,3718100000,1881900000,228100000,-1192399999,-1141799999,-1141799999,USD
ASO,2019,FY,2020-01-31,4829897000,1431154000,179421000,122860000,120043000,120043000,USD
ASO,2020,FY,2021-01-31,5689233000,1734045000,420398000,339120000,308764000,308764000,USD
ASO,2021,FY,2022-01-31,6773128000,2351095000,907947000,859540000,671381000,671381000,USD
ASO,2022,FY,2023-01-31,6395073000,2212502000,846549000,818320000,628001000,628001000,USD
ASO,2023,FY,2024-01-31,6159291000,2110211000,677855000,663156000,519190000,519190000,USD
ASPN,2020,FY,2020-12-31,100273000,14594000,-21569000,-21809000,-21809000,-21809000,USD
ASPN,2021,FY,2021-12-31,121622000,9937000,-40599000,-37094000,-37094000,-37094000,USD
ASPN,2022,FY,2022-12-31,180364000,4976000,-79245000,-82738000,-82738000,-82738000,USD
ASPN,2023,FY,2023-12-31,238718000,56921000,-49203000,-45811000,-45811000,-45811000,USD
ASPS,2020,FY,2020-12-31,365547000,60353000,-32383000,-57706000,-67156000,-67156000,USD
ASPS,2021,FY,2021-12-31,178453000,7087000,-59962000,15285000,11812000,11812000,USD
ASPU,2020,FY,2020-04-30,49061080,29925778,-2607203,-5607245,-5659065,-5659065,USD
ASPU,2021,FY,2021-04-30,67812520,38358787,-5975608,-10416329,-10448973,-10448973,USD
ASPU,2022,FY,2022-04-30,76694366,41435085,-7470323,-9158381,-9585781,-9585781,USD
ASRT,2020,FY,2020-12-31,106275000,86403000,-46917000,-45513000,-28144000,-28144000,USD
ASRT,2021,FY,2021-12-31,111014000,95182000,14427000,-553000,-1281000,-1281000,USD
ASRT,2022,FY,2022-12-31,156234000,137486000,58092000,31166000,109625000,109625000,USD
ASRT,2023,FY,2023-12-31,152069000,125049000,16041000,-254054000,-331942000,-331942000,USD
ASTC,2020,FY,2020-06-30,488000,39000,-8114000,-8311000,-8311000,-8311000,USD
ASTC,2021,FY,2021-06-30,334000,36000,-7397000,-7603000,-7603000,-7603000,USD
ASTC,2022,FY,2022-06-30,869000,192000,-8595000,-8330000,-8330000,-8330000,USD
ASTC,2023,FY,2023-06-30,750000,306000,-11060000,-9642000,-9642000,-9642000,USD
ASTC,2024,FY,2024-06-30,1664000,751000,-13280000,-11664000,-11662000,-11662000,USD
ASTE,2020,FY,2020-12-31,1024400000,237600000,48600000,44500000,46000000,46000000,USD
ASTE,2021,FY,2021-12-31,1095500000,249500000,22400000,13800000,15800000,15800000,USD
ASTE,2022,FY,2022-12-31,1274500000,264100000,16500000,4400000,-100000,-100000,USD
ASTE,2023,FY,2023-12-31,1338200000,330800000,54400000,42800000,33500000,33500000,USD
ASTR,2020,FY,2020-12-31,,,-73494000,-68293000,-68293000,-68293000,USD
ASTS,2020,FY,2020-12-31,5967000,2942000,-24357000,-24274000,-24061000,-24061000,USD
ASTS,2021,FY,2021-12-31,12405000,4842000,-86746000,-72930000,-30553000,-30553000,USD
ASTS,2022,FY,2022-12-31,13825000,-47101000,-145764000,-102496000,-31640000,-31640000,USD
ASTS,2023,FY,2023-12-31,,-78811000,-222367000,-220996000,-87561000,-87561000,USD
ASUR,2020,FY,2020-12-31,65507000,38093000,-14888000,-15974000,-16311000,-16311000,USD
ASUR,2021,FY,2021-12-31,76064000,46564000,-12962000,3995000,3193000,3193000,USD
ASUR,2022,FY,2022-12-31,95828000,62510000,-11307000,-14354000,-14466000,-14466000,USD
ASUR,2023,FY,2023-12-31,119082000,85537000,-2999000,-9105000,-9214000,-9214000,USD
ASXC,2020,FY,2020-12-31,3175000,-1991000,-56614000,-61127000,-59240217,-60023000,USD
ASXC,2021,FY,2021-12-31,8232000,-2864000,-66184000,-62237000,-62462000,-62462000,USD
ASXC,2022,FY,2022-12-31,7087000,-3785000,-75363000,-75243000,-75561000,-75561000,USD
ASXC,2023,FY,2023-12-31,8577000,-4578000,-78130000,-78119000,-78433000,-78433000,USD
ASYS,2020,FY,2020-09-30,65463000,24441000,-268000,-3116000,-15723000,-15723000,USD
ASYS,2021,FY,2021-09-30,85205000,34530000,3811000,3434000,1508000,1508000,USD
ASYS,2022,FY,2022-09-30,106298000,39511000,4821000,18785000,17367000,17367000,USD
ASYS,2023,FY,2023-09-30,113315000,40197000,-9116000,-15182000,-12582000,-12582000,USD
ASYS,2024,FY,2024-09-30,101214000,37080000,-927000,-7511000,-8486000,-8486000,USD
ATAI,2023,FY,2023-12-31,314000,,-125471000,-39286000,-40224000,-40224000,USD
ATAK,2023,FY,2023-12-31,45116000,21205000,-1128000,-1769000,-2428000,-2428000,USD
ATAX,2020,FY,2020-12-31,55528568,,27113883,7288818,7208828,4337777,USD
ATAX,2021,FY,2021-12-31,68452294,,44601216,38163280,38099488,35228437,USD
ATAX,2022,FY,2022-12-31,81073577,,56170138,65510972,65562166,62695541,USD
ATAX,2023,FY,2023-12-31,104900664,,82646859,54022562,54011696,51143118,USD
ATCC,2020,FY,2020-09-30,,-246790,-282000,-750217,-750217,-750217,USD
ATCX,2020,FY,2020-12-31,468217000,222503000,-2256000,-26929000,-11089000,-27250000,USD
ATCX,2021,FY,2021-12-31,538799000,254797000,30459000,-27181000,-16489000,-22388000,USD
ATCX,2022,FY,2022-12-31,604765000,278742000,38523000,-6322000,-7505000,-7505000,USD
ATEC,2020,FY,2020-12-31,144861000,102501000,-46088000,-78849000,-78994000,-78994000,USD
ATEC,2021,FY,2021-12-31,243212000,157762000,-108872000,-144162000,-143032000,-143032000,USD
ATEC,2022,FY,2022-12-31,350867000,233059000,-121102000,-152009000,-151293000,-151293000,USD
ATEC,2023,FY,2023-12-31,482262000,310203000,-148276000,-186915000,-186638000,-186638000,USD
ATEN,2020,FY,2020-12-31,225527000,175379000,17733000,19139000,17816000,17816000,USD
ATEN,2021,FY,2021-12-31,250042000,196537000,33388000,31642000,94887000,94887000,USD
ATEN,2022,FY,2022-12-31,280338000,223506000,53079000,52716000,46908000,46908000,USD
ATEN,2023,FY,2023-12-31,251700000,203738000,38648000,43795000,39970000,39970000,USD
ATER,2020,FY,2020-12-31,185704000,84746000,-22020000,-63078000,-63126000,-63126000,USD
ATER,2021,FY,2021-12-31,247767000,-5506000,-60442000,-235492000,-236024000,-236024000,USD
ATER,2022,FY,2022-12-31,221170000,105518000,-59872000,-196668000,-196292000,-196292000,USD
ATER,2023,FY,2023-12-31,142566000,70285000,-36462000,-75431000,-74564000,-74564000,USD
ATEX,2019,FY,2020-03-31,1564000,-1269000,-37337000,-35236000,-37638000,-37638000,USD
ATEX,2020,FY,2021-03-31,921000,,-50805000,-54310000,-54434000,-54434000,USD
ATEX,2021,FY,2022-03-31,1084000,,-47950000,-36536000,-37519000,-37519000,USD
ATEX,2022,FY,2023-03-31,1919000,,-54850000,-15055000,-16317000,-16317000,USD
ATEX,2023,FY,2024-03-31,4191000,-1502000,-52466000,-7515000,-9128000,-9128000,USD
ATGE,2020,FY,2020-06-30,866427000,409262000,128971000,204986000,-85334000,-85334000,USD
ATGE,2021,FY,2021-06-30,899248000,441343000,148861000,75766000,69593000,70027000,USD
ATGE,2022,FY,2022-06-30,1381842000,722066000,155572000,-51494000,-729861340,-729861340,USD
ATGE,2023,FY,2023-06-30,1450826000,802340000,216331000,112035000,105398000,105398000,USD
ATGE,2024,FY,2024-06-30,1584652000,886104000,253139000,163937000,137539000,137539000,USD
ATHA,2020,FY,2020-12-31,1321000,,-18674000,-19955000,-19955000,-19955000,USD
ATHA,2021,FY,2021-12-31,,,-64022000,-54853000,-54853000,-54853000,USD
ATHA,2022,FY,2022-12-31,,,-94016000,-95639000,-95639000,-95639000,USD
ATHA,2023,FY,2023-12-31,,,-127094000,-117672000,-117672000,-117672000,USD
ATHX,2020,FY,2020-12-31,1440000,,-78332000,-78765000,-78765000,-78765000,USD
ATHX,2021,FY,2021-12-31,5514000,,-87058000,-86955000,-86955000,-86955000,USD
ATHX,2022,FY,2022-12-31,5325000,,-77009000,-72534000,-72534000,-72534000,USD
ATI,2020,FY,2020-12-31,2982100000,292800000,91800000,-1481900000,-1572600000,-1572600000,USD
ATI,2021,FY,2021-12-31,2799800000,333200000,106300000,233400000,184600000,184600000,USD
ATI,2022,FY,2022-12-31,3836000000,714200000,416700000,354600000,323500000,323500000,USD
ATI,2023,FY,2023-12-31,4173700000,802600000,474500000,295200000,410800000,410800000,USD
ATKR,2020,FY,2020-09-30,1765421000,491314000,239556000,201998000,152302000,152302000,USD
ATKR,2021,FY,2021-09-30,2928014000,1125613000,798950000,780001000,587857000,587857000,USD
ATKR,2022,FY,2022-09-30,3913949000,1640025000,1233805000,1203619000,913433000,913433000,USD
ATLC,2020,FY,2020-12-31,563410000,403314000,257110000,114391000,94120000,77050000,USD
ATLC,2021,FY,2021-12-31,748056000,475196000,285467000,219573000,177902000,155539000,USD
ATLC,2022,FY,2022-12-31,1046913000,965062000,760741000,149272000,135597000,110521000,USD
ATLC,2023,FY,2023-12-31,1155876000,,954217000,128558000,102845000,77647000,USD
ATLX,2020,FY,2020-12-31,23446,-106497,-1281553,-1546035,-1141663,-1141663,USD
ATMU,2022,FY,2022-12-31,1562100000,359200000,175900000,212000000,170400000,170400000,USD
ATMU,2023,FY,2023-12-31,1628100000,432700000,214800000,226400000,171300000,171300000,USD
ATNI,2020,FY,2020-12-31,455444000,259715000,32393000,93000,-14122000,-14122000,USD
ATNI,2021,FY,2021-12-31,602707000,317330000,18541000,-22687000,-22108000,-22108000,USD
ATNM,2020,FY,2020-12-31,,,-22393000,-22215000,-22215000,-22214000,USD
ATNM,2021,FY,2021-12-31,1144000,,-24964000,-24774000,-24774000,-24774000,USD
ATNM,2022,FY,2022-12-31,1030000,,-34104000,-33017000,-33017000,-33017000,USD
ATNM,2023,FY,2023-12-31,81000,,-51920000,-48818000,-48818000,-48818000,USD
ATNX,2020,FY,2020-12-31,144391000,49036000,-119727000,-140350000,-146179000,-146179000,USD
ATNX,2021,FY,2021-12-31,95369000,32477000,-109421000,-170958000,-199768000,-199768000,USD
ATNX,2022,FY,2022-12-31,102821000,26703000,-69935000,-98628000,-103427000,-103427000,USD
ATO,2020,FY,2020-09-30,2821137000,2162283000,824099000,746796000,601443000,601443000,USD
ATO,2021,FY,2021-09-30,3407490000,2374773000,904998000,819299000,665563000,665563000,USD
ATO,2022,FY,2022-09-30,4201662000,2519006000,920982000,851908000,774398000,774398000,USD
ATO,2023,FY,2023-09-30,4275357000,2823184000,1067147000,999641000,885862000,885862000,USD
ATO,2024,FY,2024-09-30,4165187000,3231494000,1355362000,1235776000,1042895000,1042895000,USD
ATOM,2020,FY,2020-12-31,62000,49000,-14920000,-14878000,-14878000,-14878000,USD
ATOM,2021,FY,2021-12-31,400000,,-15529000,-15648000,-15714000,-15714000,USD
ATOM,2022,FY,2022-12-31,382000,301000,-17526000,-17441000,-17441000,-17441000,USD
ATOM,2023,FY,2023-12-31,550000,522000,-20677000,-19790000,-19790000,-19790000,USD
ATOS,2020,FY,2020-12-31,,,-14607000,-17828000,-17828000,-22331000,USD
ATOS,2021,FY,2021-12-31,,,-20521000,-20606000,-20606000,-20606000,USD
ATOS,2022,FY,2022-12-31,,,-27691000,-26960000,-26960000,-26960000,USD
ATOS,2023,FY,2023-12-31,,,-31377000,-30094000,-30094000,-30094000,USD
ATR,2020,FY,2020-12-31,2929340000,1086519000,365990000,301155000,214040000,214040000,USD
ATR,2021,FY,2021-12-31,3227221000,1156683000,370588000,321655000,244097000,244097000,USD
ATR,2022,FY,2022-12-31,3322249000,1163838000,385870000,334704000,239288000,239288000,USD
ATR,2023,FY,2023-12-31,3487450000,1263399000,449023000,374825000,284487000,284487000,USD
ATRA,2020,FY,2020-12-31,,,-309052000,-306605000,-306620000,-306620000,USD
ATRA,2021,FY,2021-12-31,20340000,,-340462000,-340095000,-340141000,-340141000,USD
ATRA,2022,FY,2022-12-31,63573000,,-280513000,-228290000,-228302000,-228302000,USD
ATRA,2023,FY,2023-12-31,8573000,-313000,-276006000,-276111000,-276126000,-276126000,USD
ATRC,2020,FY,2020-12-31,206531000,149309000,-44590000,-48041000,-48155000,-48155000,USD
ATRC,2021,FY,2021-12-31,274329000,205860000,-47295000,50387000,50199000,50199000,USD
ATRC,2022,FY,2022-12-31,330379000,245940000,-42669000,-46198000,-46466000,-46466000,USD
ATRC,2023,FY,2023-12-31,399245000,300370000,-26683000,-29847000,-30438000,-30438000,USD
ATRI,2020,FY,2020-12-31,147591000,66163000,35668000,38467000,32115000,32115000,USD
ATRI,2021,FY,2021-12-31,165182322,69520506,36028942,38429,33042483,33000826,USD
ATRO,2020,FY,2020-12-31,502587000,96843000,-13685000,-112410000,-115781000,-115781000,USD
ATRO,2021,FY,2021-12-31,444908000,65363000,-33688000,-26960000,-25578000,-25578000,USD
ATRO,2022,FY,2022-12-31,534894000,71540000,-30044000,-29793000,-35747000,-35747000,USD
ATRO,2023,FY,2023-12-31,689206000,120796000,-6671000,-26311000,-26421000,-26421000,USD
ATRS,2020,FY,2020-12-31,149599000,86499000,13619000,9921000,56201000,56201000,USD
ATRS,2021,FY,2021-12-31,183982000,115701000,27342000,62271000,46289000,46289000,USD
ATSG,2020,FY,2020-12-31,1570575000,723916000,198234000,41393000,32115000,32115000,USD
ATSG,2021,FY,2021-12-31,1734282000,796038000,209559000,301205000,231420000,231420000,USD
ATUS,2020,FY,2020-12-31,9894642000,6554200000,2206362000,583227000,436183000,436183000,USD
ATUS,2021,FY,2021-12-31,10090849000,6708720000,2541803000,1305907000,990311000,990311000,USD
ATUS,2022,FY,2022-12-31,9647659000,6442021000,1932879000,516729000,194563000,194563000,USD
ATUS,2023,FY,2023-12-31,9237064000,6207222000,1916667000,118565000,53198000,53198000,USD
ATVCU,2021,FY,2021-12-31,,,-2534272,4369659,4369659,4369659,USD
ATVI,2020,FY,2020-12-31,8086000000,5826000000,2828000000,2616000000,2197000000,2197000000,USD
ATVI,2021,FY,2021-12-31,8803000000,6486000000,3336000000,3164000000,2699000000,2699000000,USD
ATVI,2022,FY,2022-12-31,7528000000,5306000000,1667000000,1744000000,1513000000,1513000000,USD
ATXG,2021,FY,2021-01-31,24734759,-1187177,-3608174,-3564302,-3590169,-3590169,USD
ATXS,2020,FY,2020-12-31,,,-37435000,-37300000,-37300000,-37300000,USD
ATXS,2021,FY,2021-12-31,,,-30359000,-194912000,-194912000,-219349000,USD
ATXS,2022,FY,2022-12-31,,,-53503000,-51834000,-51834000,-51834000,USD
ATXS,2023,FY,2023-12-31,,,-67831000,-72891000,-72891000,-72891000,USD
AUDC,2023,FY,2023-12-31,244383000,158349000,14424000,14372000,8780000,8780000,USD
AUGG,2022,FY,2022-12-31,,,-10891719,-19720212,-19720212,-19720212,USD
AUGG,2023,FY,2023-12-31,,,-6895065,6658010,6658010,6658010,USD
AUGX,2020,FY,2020-12-31,16483000,6794000,-13693000,-15604000,-15604000,-15604000,USD
AUGX,2021,FY,2021-12-31,22165000,10007000,-17962237,-17417000,-17815245,-17891935,USD
AUGX,2022,FY,2022-12-31,30933000,13954000,-22371000,-24338000,-24449000,-24449000,USD
AUGX,2023,FY,2023-12-31,44855000,21526000,-18779000,-19026000,-19171000,-19171000,USD
AUMN,2020,FY,2020-12-31,5637000,3649000,-7637000,-9038000,-9086000,-9086000,USD
AUMN,2021,FY,2021-12-31,25596000,12285000,-57000,-1633000,-2095000,-2095000,USD
AUMN,2022,FY,2022-12-31,23285000,5747000,-8718000,-9818000,-9906000,-9906000,USD
AUMN,2023,FY,2023-12-31,12002000,-356000,-7877000,-9217000,-9228000,-9228000,USD
AUPH,2020,FY,2020-12-31,50118000,,-97481000,-102774000,-102680000,-102680000,USD
AUPH,2021,FY,2021-12-31,45605000,44514000,-180161000,-180206000,-180966000,-180966000,USD
AUPH,2022,FY,2022-12-31,134030000,128366000,-112993000,-106352000,-108180000,-108180000,USD
AUPH,2023,FY,2023-12-31,175513000,161365000,-83312000,-77469000,-78020000,-78020000,USD
AUR,2020,FY,2020-12-31,,,-218000000,-214000000,-214000000,-214000000,USD
AUR,2021,FY,2021-12-31,82000000,,-731000000,-760000000,-755000000,-755000000,USD
AUR,2022,FY,2022-12-31,68000000,,-738000000,-1723000000,-1723000000,-1723000000,USD
AUR,2023,FY,2023-12-31,,,-835000000,-796000000,-796000000,-796000000,USD
AURA,2020,FY,2020-12-31,,,-22206000,-22209000,-22206000,-22206000,USD
AURA,2021,FY,2021-12-31,,,-35250000,-35251000,-35251000,-35251000,USD
AURA,2022,FY,2022-12-31,,,-60295000,-58763000,-58763000,-58763000,USD
AURA,2023,FY,2023-12-31,,,-84991000,-76271000,-76408000,-76408000,USD
AURX,2022,FY,2022-12-31,112250,93036,-3320594,-3171736,-3171736,-3171736,USD
AURX,2023,FY,2023-12-31,608525,482433,-3168274,-3171436,-3171436,-3171436,USD
AUTL,2020,FY,2020-12-31,1715000,,-168145000,-166257000,-142094000,-142094000,USD
AUTL,2021,FY,2021-12-31,2330000,,-140374000,-142038000,-142096000,-142096000,USD
AUTL,2022,FY,2022-12-31,6360000,,-142893000,-148567000,-148839000,-148839000,USD
AUTL,2023,FY,2023-12-31,1698000,,-175528000,-208402000,-208383000,-208383000,USD
AUVI,2020,FY,2020-12-31,5732734,1009336,-3312892,-3301956,-3368810,-3368810,USD
AUVI,2021,FY,2021-12-31,11667579,4098386,-7296734,-7482174,-7390355,-7994105,USD
AUVI,2022,FY,2022-12-31,20139849,4038294,-11084941,-16575317,-16575317,-18024317,USD
AUVI,2023,FY,2023-12-31,40718188,7826500,-13095530,-13203852,-13203852,-14822833,USD
AVA,2020,FY,2020-12-31,1321891000,,232700000,136539000,129488000,129488000,USD
AVA,2021,FY,2021-12-31,1438936000,941813000,228232000,159365000,147334000,147334000,USD
AVA,2022,FY,2022-12-31,1710000000,974000000,190000000,138000000,155000000,155000000,USD
AVA,2023,FY,2023-12-31,1752000000,1050000000,258000000,137000000,171000000,171000000,USD
AVAC,2021,FY,2021-12-31,,,-435467,3813684,3813684,3813684,USD
AVAC,2022,FY,2022-12-31,,,-1736600,8968543,8210543,8210543,USD
AVAH,2020,FY,2020-12-31,1495105000,99741000,81804000,-51734000,-57050000,-57050000,USD
AVAH,2021,FY,2021-12-31,1678618000,412017000,94423000,-113576000,-117044000,-117044000,USD
AVAH,2022,FY,2022-12-31,1787645000,415363000,33169000,-663814000,-662034000,-662034000,USD
AVAH,2023,FY,2023-12-31,1895209000,482398000,113674000,-138996000,-134524000,-134524000,USD
AVAV,2020,FY,2020-04-30,367296000,153102000,47135000,52670000,41074000,41074000,USD
AVAV,2021,FY,2021-04-30,394912000,164558000,43313000,34365000,23331000,23331000,USD
AVAV,2022,FY,2022-04-30,445732000,141236000,-9887000,-19143000,-4188000,-4188000,USD
AVAV,2023,FY,2023-04-30,540536000,173514000,-22646000,-188377000,-176212000,-176212000,USD
AVAV,2024,FY,2024-04-30,716720000,283931000,71824000,63231000,59666000,59666000,USD
AVB,2020,FY,2020-12-31,2301261000,,710485000,824459000,827630000,827630000,USD
AVB,2021,FY,2021-12-31,2294850000,,612701000,1010089000,1004299000,1004299000,USD
AVB,2022,FY,2022-12-31,2593446000,,785290000,1151084000,1136775000,1136775000,USD
AVB,2023,FY,2023-12-31,2767909000,,886278000,938591000,928825000,928825000,USD
AVD,2020,FY,2020-12-31,458704000,172590000,18251000,18447000,15242000,15242000,USD
AVD,2021,FY,2021-12-31,557676000,141868000,30775000,26753000,18587000,18587000,USD
AVD,2022,FY,2022-12-31,609615000,192388000,40651000,35965000,27404000,27404000,USD
AVD,2023,FY,2023-12-31,579371000,179164000,24252000,10297000,7519000,7519000,USD
AVDL,2020,FY,2020-12-31,22334000,16592000,-36661000,-5082000,7028000,7028000,USD
AVDL,2021,FY,2021-12-31,,,-85599000,-93145000,-77329000,-77329000,USD
AVDL,2022,FY,2022-12-31,,,-95216000,-111439000,-137464000,-137464000,USD
AVDL,2023,FY,2023-12-31,27963000,27117000,-137849000,-160777000,-160276000,-160276000,USD
AVDX,2020,FY,2020-12-31,185928000,102173000,-74146000,-101012000,-101246000,-166342000,USD
AVDX,2021,FY,2021-12-31,248409000,148319000,-107322000,-204309000,-199649000,-224290000,USD
AVDX,2022,FY,2022-12-31,316350000,198486000,-87378000,-100963000,-101284000,-101284000,USD
AVDX,2023,FY,2023-12-31,380720000,259413000,-53501000,-46130000,-47325000,-47325000,USD
AVEO,2020,FY,2020-12-31,6019000,,-38877000,-35584000,-35584000,-35584000,USD
AVEO,2021,FY,2021-12-31,42295000,37558000,-49554000,-53342000,-53342000,-53342000,USD
AVGO,2020,FY,2020-10-31,23888000000,13516000000,4212000000,2443000000,2960000000,2663000000,USD
AVGO,2021,FY,2021-10-31,27450000000,16844000000,8667000000,6765000000,6736000000,6437000000,USD
AVGO,2022,FY,2022-10-31,33203000000,22095000000,14282000000,12434000000,11495000000,11223000000,USD
AVGO,2023,FY,2023-10-31,35819000000,24690000000,16451000000,15097000000,14082000000,14082000000,USD
AVGO,2024,FY,2024-10-31,51574000000,32509000000,14996000000,9916000000,5895000000,5895000000,USD
AVGR,2020,FY,2020-12-31,8761000,2618000,-17404000,-19006000,-19006000,-22872000,USD
AVGR,2021,FY,2021-12-31,10130000,3424000,-18101000,-17412000,-17412000,-21587000,USD
AVGR,2022,FY,2022-12-31,8273000,2654000,-15957000,-17623000,-17623000,-27244000,USD
AVGR,2023,FY,2023-12-31,7652000,2003000,-16635000,-18320000,-18320000,-18320000,USD
AVID,2020,FY,2020-12-31,360466000,228320000,36613000,12434000,11062000,11062000,USD
AVID,2021,FY,2021-12-31,409944000,265804000,47379000,43955000,41388000,41388000,USD
AVID,2022,FY,2022-12-31,417413000,274438000,54368000,45337000,55241000,55241000,USD
AVIR,2020,FY,2020-12-31,48633000,,-11030000,-10947000,-10947000,-10947000,USD
AVIR,2021,FY,2021-12-31,351367000,,138377000,138590000,121190000,121190000,USD
AVIR,2022,FY,2022-12-31,,,-130650000,-119499000,-115909000,-115909000,USD
AVIR,2023,FY,2023-12-31,,,-164162000,-134938000,-135956000,-135956000,USD
AVLR,2020,FY,2020-12-31,500569000,356780000,-68105000,-63629000,-55320000,-55320000,USD
AVLR,2021,FY,2021-12-31,698977000,494145000,-106553000,-121925000,-125233000,-125233000,USD
AVMR,2020,FY,2020-12-31,,,-1102927,-1124681,-1124681,-1124681,USD
AVMR,2021,FY,2021-12-31,,,-1407038,-1484312,-1484312,-1484312,USD
AVMR,2022,FY,2022-12-31,1458315,489594,-5679233,-5601504,-5601504,-5601504,USD
AVMR,2023,FY,2023-12-31,5879710,713447,-20668373,-20941971,-20941971,-20941971,USD
AVNS,2020,FY,2020-12-31,714800000,370900000,3400000,-62900000,-29000000,-29000000,USD
AVNS,2021,FY,2021-12-31,587000000,299200000,-16700000,-42100000,6300000,6300000,USD
AVNS,2022,FY,2022-12-31,684100000,394200000,38500000,26700000,50500000,50500000,USD
AVNS,2023,FY,2023-12-31,673300000,379700000,17500000,-7900000,-61800000,-61800000,USD
AVNT,2020,FY,2020-12-31,2214900000,660000000,111600000,61100000,131600000,131600000,USD
AVNT,2021,FY,2021-12-31,3315500000,943800000,279700000,203500000,230800000,230800000,USD
AVNT,2022,FY,2022-12-31,3396900000,882700000,243300000,63800000,703100000,703100000,USD
AVNT,2023,FY,2023-12-31,3142800000,892500000,196800000,87300000,75700000,75700000,USD
AVNW,2020,FY,2020-06-30,238642000,84696000,7427000,3709000,257000,257000,USD
AVNW,2021,FY,2021-06-30,274911000,102615000,24481000,22440000,110139000,110139000,USD
AVNW,2022,FY,2022-06-30,302959000,109235000,28983000,30435000,21160000,21160000,USD
AVNW,2023,FY,2023-06-30,344433000,122382000,27632000,21314000,10169000,10169000,USD
AVNW,2024,FY,2024-06-30,408083000,144732000,23268000,16906000,10760000,10760000,USD
AVO,2020,FY,2020-10-31,862300000,124600000,68400000,43800000,28800000,28800000,USD
AVO,2021,FY,2021-10-31,891700000,124500000,60900000,66000000,44900000,44900000,USD
AVO,2022,FY,2022-10-31,1045900000,89800000,12300000,-31200000,-34600000,-34600000,USD
AVO,2023,FY,2023-10-31,953900000,83300000,6900000,-900000,-2800000,-2800000,USD
AVP,2020,FY,2020-12-31,3625200000,2030700000,-122200000,-303600000,-362800000,-362800000,USD
AVP,2021,FY,2021-12-31,3404500000,1943000000,-58400000,-158800000,-192100000,-192100000,USD
AVP,2022,FY,2022-12-31,2769200000,1562600000,-142800000,-317300000,-428100000,-428100000,USD
AVPT,2020,FY,2020-12-31,151533000,111243000,-15437000,-15907000,-16996000,-51442000,USD
AVPT,2021,FY,2021-12-31,191909000,138908000,-53491000,-32788000,-35219000,-68147000,USD
AVPT,2022,FY,2022-12-31,232339000,166063000,-41066000,-33650000,-41630000,-41630000,USD
AVPT,2023,FY,2023-12-31,271825000,194365000,-15351000,-18614000,-21725000,-21725000,USD
AVRO,2020,FY,2020-12-31,,,-120228000,-119712000,-119712000,-119712000,USD
AVRO,2021,FY,2021-12-31,,,-118841000,-119126000,-119126000,-119126000,USD
AVRO,2022,FY,2022-12-31,,,-105434000,-105890000,-105890000,-105890000,USD
AVRO,2023,FY,2023-12-31,,,-44648000,-42823000,-42823000,-42823000,USD
AVT,2020,FY,2020-06-30,17634333000,2063456000,221334000,-129585000,-31081000,-31081000,USD
AVT,2021,FY,2021-06-30,19534679000,2240630000,365799000,172929000,193114000,193114000,USD
AVT,2022,FY,2022-06-30,24310708000,2965391000,944283000,833334000,692379000,692379000,USD
